quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"19-8","SFBay","Sand Mound Slough","19",139105,37.99866,-121.6238,"8",.0625,"8/5/2008",8,2008,800,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",37.5,2,2,"NA","NA","333.50","0.00","4.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-8","SFBay","Sand Mound Slough","19",139105,37.99866,-121.6238,"8",.0625,"8/5/2008",8,2008,1048,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",37.5,2,2,"NA","NA","258.30","0.00","5.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-3","SFBay","Sand Mound Slough","19",139106,37.99866,-121.6236,"3",.0625,"8/5/2008",8,2008,1206.4,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus acutus",62.5,"NA",37.5,"NA",15,4,2,"NA","NA","285.00","0.00","5.39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-3","SFBay","Sand Mound Slough","19",139106,37.99866,-121.6235,"3",.0625,"8/5/2008",8,2008,2688,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus acutus",62.5,"NA",37.5,"NA",15,4,2,"NA","NA","374.60","0.00","2.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-6","SFBay","Sand Mound Slough","19",139106,37.99866,-121.6236,"6",.0625,"8/5/2008",8,2008,1208,"NA","NA","NA","NA","NA",0,"85","NA","NA","Helenium bigelovii",62.5,"Helenium bigelovii",62.5,"Sparganium eurycarpum ssp. eurycarpum",15,4,2,"NA","NA","231.50","0.00","2.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-1","SFBay","Sand Mound Slough","19",139106,37.99866,-121.6235,"1",.0625,"8/5/2008",8,2008,764.8,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus americanus",85,"Schoenoplectus acutus",37.5,"Carex obnupta",15,4,2,"NA","NA","323.60","0.00","4.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19-1","SFBay","Sand Mound Slough","19",139107,37.99866,-121.6234,"1",.0625,"8/5/2008",8,2008,1987.2,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus americanus",85,"Schoenoplectus acutus",37.5,"Carex obnupta",15,1,2,"NA","NA","211.00","0.00","2.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-3","SFBay","Sand Mound Slough","15",160513,38.00083,-121.624,"3",.0625,"7/29/2008",7,2008,1051.68,"NA","NA","NA","NA","NA",0,"0","NA","NA","Rumex californicus",62.5,"NA",15,"NA",15,7,0,"NA","NA","65.73","0.00","4.12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-3","SFBay","Sand Mound Slough","15",160513,38.00083,-121.6239,"3",.0625,"7/29/2008",7,2008,1691.36,"NA","NA","NA","NA","NA",0,"0","NA","NA","Rumex californicus",62.5,"NA",15,"NA",15,7,0,"NA","NA","384.84","0.00","5.66","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-3","SFBay","Sand Mound Slough","15",160513,38.00083,-121.6239,"3",.0625,"7/29/2008",7,2008,2799.04,"NA","NA","NA","NA","NA",0,"0","NA","NA","Rumex californicus",62.5,"NA",15,"NA",15,7,0,"NA","NA","270.05","0.00","5.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-1","SFBay","Sand Mound Slough","15",160513,38.00083,-121.6239,"1",.0625,"7/29/2008",7,2008,1376,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Helenium bigelovii",62.5,"Helenium bigelovii",37.5,"Rumex californicus",15,7,0,"NA","NA","342.96","0.00","7.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-1","SFBay","Sand Mound Slough","15",160513,38.00083,-121.6239,"1",.0625,"7/29/2008",7,2008,2616,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Helenium bigelovii",62.5,"Helenium bigelovii",37.5,"Rumex californicus",15,7,0,"NA","NA","281.40","0.00","6.32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-3","SFBay","Sand Mound Slough","15",160513,38.00083,-121.624,"3",.0625,"7/29/2008",7,2008,1542.4,"NA","NA","NA","NA","NA",0,"0","NA","NA","Rumex californicus",62.5,"NA",15,"NA",15,7,0,"NA","NA","96.40","0.00","4.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15-3","SFBay","Sand Mound Slough","15",160513,38.00083,-121.624,"3",.0625,"7/29/2008",7,2008,1308.8,"NA","NA","NA","NA","NA",0,"0","NA","NA","Rumex californicus",62.5,"NA",15,"NA",15,7,0,"NA","NA","105.80","0.00","4.47","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-8","SFBay","Sand Mound Slough","22",165865,38.00137,-121.6237,"8",.0625,"6/26/2008",6,2008,3419.2,"NA","NA","NA","NA","NA",0,"0","NA","NA","Schoenoplectus americanus",97.5,"Rumex californicus",85,"Cornus sericeus",3,1,3,"NA","NA","342.10","0.00","8.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-1","SFBay","Sand Mound Slough","22",165866,38.00136,-121.6234,"1",.0625,"6/26/2008",6,2008,2049.6,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus acutus",85,"NA",15,"NA",0,5,3,"NA","NA","296.40","0.00","6.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-2","SFBay","Sand Mound Slough","22",165866,38.00136,-121.6235,"2",.0625,"6/26/2008",6,2008,2465.6,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Helenium bigelovii",62.5,"Helenium bigelovii",37.5,"Schoenoplectus americanus",37.5,5,3,"NA","NA","392.30","0.00","6.40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-4","SFBay","Sand Mound Slough","22",165866,38.00136,-121.6235,"4",.0625,"6/26/2008",6,2008,376,"NA","NA","NA","NA","NA",0,"15","NA","NA","Helenium bigelovii",37.5,"Helenium bigelovii",37.5,"Persicaria amphibia",15,5,3,"NA","NA","23.50","0.00","3.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-6","SFBay","Sand Mound Slough","22",165866,38.00136,-121.6236,"6",.0625,"6/26/2008",6,2008,5113.6,"NA","NA","NA","NA","NA",0,"3","NA","NA","Helenium bigelovii",97.5,"Persicaria amphibia",62.5,"Persicaria amphibia",62.5,5,3,"NA","NA","425.40","0.00","2.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22-6","SFBay","Sand Mound Slough","22",165866,38.00136,-121.6236,"6",.0625,"6/26/2008",6,2008,1472,"NA","NA","NA","NA","NA",0,"3","NA","NA","Helenium bigelovii",97.5,"Persicaria amphibia",62.5,"Persicaria amphibia",62.5,5,3,"NA","NA","257.60","0.00","2.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"18","SFBay","ChinaCamp","NA",179393,38.01003,-122.4877,"NA",.25,"7/12/2005",7,2005,1042.48,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","260.62","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-7","SFBay","Sand Mound Slough","10",181918,38.003,-121.6248,"7",.0625,"6/30/2008",6,2008,8256,"NA","NA","NA","NA","NA",0,"0","NA","NA","Phragmites australis",85,"NA",62.5,"NA",15,3,5,"NA","NA","969.46","0.00","4.47","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-7","SFBay","Sand Mound Slough","10",181918,38.003,-121.6248,"7",.0625,"6/30/2008",6,2008,2334.4,"NA","NA","NA","NA","NA",0,"0","NA","NA","Phragmites australis",85,"NA",62.5,"NA",15,3,5,"NA","NA","335.30","0.00","2.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-7","SFBay","Sand Mound Slough","10",181918,38.003,-121.6248,"7",.0625,"6/30/2008",6,2008,2474.56,"NA","NA","NA","NA","NA",0,"0","NA","NA","Phragmites australis",85,"NA",62.5,"NA",15,3,5,"NA","NA","303.22","0.00","2.24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-6","SFBay","Sand Mound Slough","10",181919,38.003,-121.6246,"6",.0625,"6/30/2008",6,2008,3273.6,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Phragmites australis",62.5,"NA",37.5,"NA",37.5,4,5,"NA","NA","467.80","0.00","1.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-3","SFBay","Sand Mound Slough","10",181919,38.00299,-121.6245,"3",.0625,"6/30/2008",6,2008,1267.2,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Phragmites australis",62.5,"NA",37.5,"NA",37.5,4,5,"NA","NA","318.40","0.00","4.12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-6","SFBay","Sand Mound Slough","10",181919,38.003,-121.6247,"6",.0625,"6/30/2008",6,2008,2838.4,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Phragmites australis",62.5,"NA",37.5,"NA",37.5,4,5,"NA","NA","390.70","0.00","3.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-3","SFBay","Sand Mound Slough","10",181919,38.00299,-121.6245,"3",.0625,"6/30/2008",6,2008,1416,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Phragmites australis",62.5,"NA",37.5,"NA",37.5,4,5,"NA","NA","266.90","0.00","4.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"17","SFBay","ChinaCamp","NA",182068,38.01034,-122.4881,"NA",.25,"7/12/2005",7,2005,1099.88,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","274.97","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16","SFBay","ChinaCamp","NA",184743,38.01057,-122.4884,"NA",.25,"7/12/2005",7,2005,1378.56,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","344.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19","SFBay","ChinaCamp","NA",184745,38.01046,-122.4875,"NA",.25,"8/22/2005",8,2005,1329.56,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","332.39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15","SFBay","ChinaCamp","NA",187418,38.01089,-122.4887,"NA",.25,"8/22/2005",8,2005,1145.96,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","286.49","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20","SFBay","ChinaCamp","NA",190095,38.01097,-122.4883,"NA",.25,"8/22/2005",8,2005,1180.92,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","295.23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192631,38.00404,-121.6216,"1",.0625,"6/30/2008",6,2008,3929.6,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,4,0,"NA","NA","434.60","0.00","4.24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192631,38.00404,-121.6217,"1",.0625,"6/30/2008",6,2008,3211.2,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,4,0,"NA","NA","388.00","0.00","3.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192631,38.00404,-121.6216,"1",.0625,"6/30/2008",6,2008,1776,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,4,0,"NA","NA","239.30","0.00","3.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192631,38.00404,-121.6216,"1",.0625,"6/30/2008",6,2008,6377.6,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,4,0,"NA","NA","604.30","0.00","3.61","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192632,38.00404,-121.6216,"1",.0625,"6/30/2008",6,2008,9338.08,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,2,0,"NA","NA","716.33","0.00","7.62","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"42-1","SFBay","Sand Mound Slough","42",192632,38.00404,-121.6216,"1",.0625,"6/30/2008",6,2008,3345.6,"NA","NA","NA","NA","NA",0,"15","NA","NA","Ludwigia peploides",62.5,"Ludwigia peploides",62.5,"Hydrocotyle umbellata",15,2,0,"NA","NA","381.05","0.00","5.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"14","SFBay","ChinaCamp","NA",192767,38.01124,-122.4898,"NA",.25,"7/12/2005",7,2005,1061.12,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","265.28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13","SFBay","ChinaCamp","NA",195442,38.01159,-122.4901,"NA",.25,"7/12/2005",7,2005,1442.84,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","360.71","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11","SFBay","ChinaCamp","NA",195444,38.0117,-122.4894,"NA",.25,"7/12/2005",7,2005,996.88,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","249.22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12","SFBay","ChinaCamp","NA",200794,38.01209,-122.49,"NA",.25,"7/12/2005",7,2005,1223.6,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","305.90","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-10","SFBay","Sand Mound Slough","37",206009,38.0055,-121.6226,"10",.0625,"6/30/2008",6,2008,1404.8,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Helenium bigelovii",62.5,"Schoenoplectus acutus",37.5,"Schoenoplectus acutus var. occidentalis",37.5,5,6,"NA","NA","417.90","0.00","3.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-1","SFBay","Sand Mound Slough","37",206009,38.00549,-121.6223,"1",.0625,"6/30/2008",6,2008,680,"NA","NA","NA","NA","NA",0,"85","NA","NA","Schoenoplectus acutus",62.5,"NA",37.5,"NA",0,5,6,"NA","NA","169.00","0.00","5.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-4","SFBay","Sand Mound Slough","37",206009,38.00549,-121.6224,"4",.0625,"6/30/2008",6,2008,1891.2,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Typha domingensis",62.5,"Schoenoplectus acutus",37.5,"NA",15,5,6,"NA","NA","260.50","0.00","1.41","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-2","SFBay","Sand Mound Slough","37",206009,38.00549,-121.6223,"2",.0625,"6/30/2008",6,2008,2702.4,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Helenium bigelovii",62.5,"Schoenoplectus acutus",37.5,"NA",.5,5,6,"NA","NA","258.10","0.00","2.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-6","SFBay","Sand Mound Slough","37",206009,38.0055,-121.6225,"6",.0625,"6/30/2008",6,2008,1051.2,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Typha domingensis",62.5,"Schoenoplectus acutus",37.5,"NA",15,5,6,"NA","NA","201.90","0.00","1.41","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-1","SFBay","Sand Mound Slough","37",206010,38.00549,-121.6222,"1",.0625,"6/30/2008",6,2008,3219.2,"NA","NA","NA","NA","NA",0,"85","NA","NA","Schoenoplectus acutus",62.5,"NA",37.5,"NA",0,2,6,"NA","NA","462.60","0.00","4.24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"37-1","SFBay","Sand Mound Slough","37",206010,38.00549,-121.6221,"1",.0625,"6/30/2008",6,2008,2080,"NA","NA","NA","NA","NA",0,"85","NA","NA","Schoenoplectus acutus",62.5,"NA",37.5,"NA",0,2,6,"NA","NA","296.00","0.00","7.62","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4","SFBay","ChinaCamp","NA",206155,38.01271,-122.4868,"NA",.25,"7/12/2005",7,2005,1512.16,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,2,0,"NA","NA","378.04","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"5","SFBay","ChinaCamp","NA",206155,38.01265,-122.4869,"NA",.25,"7/12/2005",7,2005,1857.24,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,2,0,"NA","NA","464.31","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-8","SFBay","Sand Mound Slough","25",208681,38.00569,-121.6237,"8",.0625,"6/26/2008",6,2008,1520.48,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus americanus",85,"Schoenoplectus acutus",37.5,"Schoenoplectus acutus var. occidentalis",37.5,3,0,"NA","NA","259.69","0.00","0.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-10","SFBay","Sand Mound Slough","25",208681,38.00569,-121.6237,"10",.0625,"6/26/2008",6,2008,1404.8,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus americanus",85,"Schoenoplectus acutus",37.5,"NA",0,3,0,"NA","NA","87.80","0.00","2.24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-7","SFBay","Sand Mound Slough","25",208681,38.00569,-121.6237,"7",.0625,"6/26/2008",6,2008,1212.8,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Helenium bigelovii",85,"Schoenoplectus acutus",15,"Schoenoplectus acutus var. occidentalis",15,3,0,"NA","NA","142.50","0.00","1.41","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-5","SFBay","Sand Mound Slough","25",208682,38.00569,-121.6235,"5",.0625,"6/26/2008",6,2008,4416.96,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Helenium bigelovii",85,"Helenium bigelovii",37.5,"Sagittaria latifolia",15,2,0,"NA","NA","522.61","0.00","2.24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-6","SFBay","Sand Mound Slough","25",208682,38.00569,-121.6236,"6",.0625,"6/26/2008",6,2008,2067.36,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus americanus",85,"Schoenoplectus acutus",15,"Sagittaria latifolia",3,2,0,"NA","NA","324.46","0.00","2.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-1","SFBay","Sand Mound Slough","25",208683,38.00568,-121.6233,"1",.0625,"6/26/2008",6,2008,1065.6,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Rumex californicus",62.5,"NA",37.5,"NA",15,2,0,"NA","NA","146.15","0.00","5.39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25-1","SFBay","Sand Mound Slough","25",208683,38.00568,-121.6233,"1",.0625,"6/26/2008",6,2008,1776,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Rumex californicus",62.5,"NA",37.5,"NA",15,2,0,"NA","NA","433.70","0.00","3.61","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"3","SFBay","ChinaCamp","NA",208831,38.01286,-122.487,"NA",.25,"7/12/2005",7,2005,2675.04,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","668.76","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1","SFBay","ChinaCamp","NA",211505,38.01326,-122.4875,"NA",.25,"8/22/2005",8,2005,2194.96,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","548.74","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2","SFBay","ChinaCamp","NA",211506,38.01315,-122.4872,"NA",.25,"8/22/2005",8,2005,1063.08,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","265.77","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"6","SFBay","ChinaCamp","NA",214181,38.01347,-122.4877,"NA",.25,"7/12/2005",7,2005,1523.76,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","380.94","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"9","SFBay","ChinaCamp","NA",216853,38.0139,-122.489,"NA",.25,"7/12/2005",7,2005,2027.44,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","506.86","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8","SFBay","ChinaCamp","NA",216854,38.01389,-122.4886,"NA",.25,"7/12/2005",7,2005,2944.6,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","736.15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7","SFBay","ChinaCamp","NA",216855,38.01375,-122.4882,"NA",.25,"8/22/2005",8,2005,2582.2,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","645.55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10","SFBay","ChinaCamp","NA",222203,38.01424,-122.4895,"NA",.25,"8/22/2005",8,2005,997.88,"0","0","NA","0","0",0,"NA","0","0","Salicornia pacifica",0,"NA",0,"NA",0,1,0,"NA","NA","249.47","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-1","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"1",.0625,"6/30/2008",6,2008,2279.04,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus acutus",62.5,"Calystegia sepium",37.5,"Calystegia sepium",15,7,0,"NA","NA","568.28","0.00","5.10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-3","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"3",.0625,"6/30/2008",6,2008,2780.8,"NA","NA","NA","NA","NA",0,"62.5","NA","NA","Schoenoplectus acutus",37.5,"Rumex californicus",15,"Rumex californicus",15,7,0,"NA","NA","501.55","0.00","6.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-2","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"2",.0625,"6/30/2008",6,2008,3314.24,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus americanus",62.5,"Schoenoplectus americanus",62.5,"Schoenoplectus acutus var. occidentalis",37.5,7,0,"NA","NA","434.91","0.00","6.32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-1","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"1",.0625,"6/30/2008",6,2008,2341.76,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus acutus",62.5,"Calystegia sepium",37.5,"Calystegia sepium",15,7,0,"NA","NA","479.92","0.00","5.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-2","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"2",.0625,"6/30/2008",6,2008,259.2,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus americanus",62.5,"Schoenoplectus americanus",62.5,"Schoenoplectus acutus var. occidentalis",37.5,7,0,"NA","NA","133.32","0.00","6.71","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-1","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"1",.0625,"6/30/2008",6,2008,5787.68,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus acutus",62.5,"Calystegia sepium",37.5,"Calystegia sepium",15,7,0,"NA","NA","500.67","0.00","5.39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-1","SFBay","Sand Mound Slough","16",235441,38.00858,-121.6238,"1",.0625,"6/30/2008",6,2008,2859.2,"NA","NA","NA","NA","NA",0,"37.5","NA","NA","Schoenoplectus acutus",62.5,"Calystegia sepium",37.5,"Calystegia sepium",15,7,0,"NA","NA","362.08","0.00","5.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39-7","SFBay","Sand Mound Slough","39",240797,38.0091,-121.6224,"7",.0625,"10/26/2007",10,2007,4208,"NA","NA","NA","NA","NA",0,"15","NA","NA","Schoenoplectus acutus",62.5,"Schoenoplectus acutus",62.5,"Phragmites australis",37.5,4,5,"NA","NA","269.20","0.00","1.41","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39-4","SFBay","Sand Mound Slough","39",240797,38.0091,-121.6223,"4",.0625,"10/26/2007",10,2007,3252.8,"NA","NA","NA","NA","NA",0,"0","NA","NA","Typha angustifolia",62.5,"Typha angustifolia",37.5,"Typha angustifolia",37.5,4,5,"NA","NA","463.00","0.00","3.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39-7","SFBay","Sand Mound Slough","39",240797,38.0091,-121.6223,"7",.0625,"10/26/2007",10,2007,2624,"NA","NA","NA","NA","NA",0,"15","NA","NA","Schoenoplectus acutus",62.5,"Schoenoplectus acutus",62.5,"Phragmites australis",37.5,4,5,"NA","NA","461.90","0.00","5.10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
